subject_id,split,clone_fingerprint_sha256
SYN-S-00000026,train,c495f02d8105167084ede7134f448d11ea62c6f760a782c68e2a6e9f41f087b8
SYN-S-00000027,train,e7179491021a91d33b30e3a0b7eb77db9d3bf8cdb708e7d642bab44a006f16b1
SYN-S-00000028,train,7779d7f8fcc0ed1ec70b9b127e30ee77d1d2e4f46ca37c8ea8b1f4903c7f9429
SYN-S-00000029,train,caf64c1d83e9911625545e709939af4e42da355cee34ef5bdf5642ada65a4f50
SYN-S-00000030,train,1cdf9f9c8146ce5343c6d72520a39f0f89b6284fa15eb269b873aeececaf2a67
SYN-S-00000031,train,039bda58da08ff0e85ac97b130d2113bcb607aa5b5a040275de8b39abd773cbf
SYN-S-00000032,train,e5931b7b4dfc70c69642f1d30b33ff82356873d7f5a6a838d83c85c56f8a4a2c
SYN-S-00000033,validation,e502cd96628cc53a0056792d938822fdb4555cae0a385df347d340b709add05e
SYN-S-00000034,train,2b9529e2097a1748941eae85306675a09eec5632fc4a380d5b24a2fb41228d14
SYN-S-00000035,train,44e63bd9d6726682093e1351791ae1546fca772002e3a4cbd3bd949696f63745
SYN-S-00000036,train,c1f0122cd579643b23314c9bab83e780258a96a17a0397ce6190a21e4820c83f
SYN-S-00000037,train,57eb3cc8ac7078a61746a8dd2da74ff603d7f0e517e8302b15157e45abec78ab
SYN-S-00000038,train,18a2e243a59f776bf9de612b156d553c11af79aff2e059c4ad7aea65ceb0538c
SYN-S-00000039,test,6b0fefc5c3414b95a5d3304b709c4efc9371e4bb5984fb4f05ea8c85067c738e
SYN-S-00000040,train,0d91faa8ff046822c46094298bb82986bf9c45b58a0d52f090a8b3cc885c0d4d
SYN-S-00000041,validation,0a4738dfa23207350012a67311b99d184513945bb4a4971ff20666cf495fb121
SYN-S-00000042,train,32afa603a216be65dc2e6b87ac337f212f7c8b02ca023a06cf18ec649c0a2271
SYN-S-00000043,validation,87d37852ecffa3561d17159482f2c2e9983ebed25bd23989e2280ae548151e49
SYN-S-00000044,train,11e035852d50dcbb4c4fa247e5838f6be9435fd28f50fbcc1209ccea12c404f7
SYN-S-00000045,test,22daf10874d3b51d033c8666537938be3622f1e02c0fa5e34c1e531517c09b0a
SYN-S-00000046,validation,2a6b5dc967694e06e00c3cc5ea210d93dd29d1065f9d8999af06eaab6a864979
SYN-S-00000047,train,b1e9ca3472cb88bd80c9ae85df1d695a469fd116e995c02310e1b468f1923fa4
SYN-S-00000048,test,bd8e82ed20d79552927d30c95fe8ac6808aec55290e648889228ec944c5adb89
SYN-S-00000049,train,4be706e3fce24dd8429db9e41694b19f386e4212bfff8abc7a4f4c407cbf89c6
SYN-S-00000050,train,f8c9de3ae435b7e7314f8e7700e5549da27200e770f84297c28ed423b5365237
SYN-S-00000051,train,40c23c7240d7027abd6157067684f06961f590975de88f14cff4006c20266f94
SYN-S-00000052,train,4a40abfafde8496cfbfe8214550164a254649131aaec22bd1da3c2324437faf4
SYN-S-00000053,test,4e5443656d401b8f9907feadd5fec13ffb24eba6e3ad8c9810dfa4c97d2fecef
SYN-S-00000054,train,69081e6a3e7168300e51642e86b34202a4d5607596ad94b9c7331c1faa37d162
SYN-S-00000055,train,ab6a9a5e809fdb471e57325a64abe48c1a3e29c51daeb10549cc662cc3a54357
SYN-S-00000056,train,7b11ded9ab46eafb766f1c58ffd3a9f010160b6c38db2c4a88135ae70111f2f1
SYN-S-00000057,train,4ac85c030074a8663de454c00ed517320608f8cc57f346859519367e577c299e
SYN-S-00000058,validation,935add0aadc255829e2a9fb1c9ef892ba1359199ce44d85c0a45a255d0b5eb85
SYN-S-00000059,train,8d8dce44eefe6aaaabcd6fc26abdca0a2f414c2da2396c40121e7d8ad8bc1460
SYN-S-00000060,train,7be8a0c201c988dc4523c621c2b330f4de9aaaf0d2122bd633193feb6e6b8f07
SYN-S-00000061,train,d819b316ef7bc7af8e9b671ea4f1edadb79c7161dd653838ce62e43093293788
SYN-S-00000062,train,e0e54488123442c3ba2c9e4e553f15f16b510db51b632e7f0ddf29a79ea44a2b
SYN-S-00000063,train,2cbe04210df313b7628e2f6543359b3ae5f848912fa4f388e854854d8ca59e34
SYN-S-00000064,validation,ad7f82b106603573dac4e9fcf19caf39d059521d1795c6ba291a4cd2ccdc5a7e
SYN-S-00000065,train,58bd4d818e8eb21371e1ef84004f63cdce48b2decbc80da90e0aed609b4ed57c
SYN-S-00000066,train,a3bb4268227a7b1be80a5f630069696296ea63e750cb340de211da44f756eca2
SYN-S-00000067,train,20471cda5f7b0e707d29ae63f9eceda78ca99a5e54fc56c3bf4effb230597188
SYN-S-00000068,train,f564a1053a0ab5cc885572906d913c00f36d7125aed4d22689ee154b42b7aabf
SYN-S-00000069,validation,cbabbf952d0c91c3f5e2ab6e2a7a465b8b23b29806962dadf2433fc4cdaa8b84
SYN-S-00000070,train,d9df40122c87e8e9f2e5a3cce99b3dd088e0cfd5768fea55f97e1f98a1f4be05
SYN-S-00000071,train,af536b9395bdd56a699c214db4a30f5d5dd2d17edad5e6b3b311fd4f800d6770
SYN-S-00000072,train,8857f476bae66638cc2a0359b80238788910b1eaba34ac799c0ad114faa987e6
SYN-S-00000073,train,5c1a0feba0049e722a7937c17fb6449299487e533aa2c1e6e933751638f8213a
SYN-S-00000074,train,2fab6d6c2b5d3cbfe1684f1212efe980a38c7da2600ce6c06cf74ab1bdf779d9
SYN-S-00000075,train,aa188de4436c620a05730b4bad1680f6e4981746b614798ddfa939865d819d62
SYN-S-00000076,test,1ed392c447e084a0d091cf36eb8b90996b9ef97519a520fc2c8b9cbe0fe35e4f
SYN-S-00000077,train,34a535ff9068307a7a29cc53104fd7ba630e9a9ab273992e72f63187c43bc87c
SYN-S-00000078,train,3cf4a3d7055c708c6f84b6a210d8031bd22793f1180ccf3c06854f98ddf7bd1a
SYN-S-00000079,train,c34824209eeeec8bccd1a0938d81e811ddea9e51f635a7d7adc4f5ef9c4263f7
SYN-S-00000080,train,8e56b78b83b13649e9f2730d15016c501091cd8729756c41c23b417726cffa94
SYN-S-00000081,train,0efb0ded23da1af87105ac0bbecfeeb5b2812cbdc109ef49ddb6d2fa86194a93
SYN-S-00000082,train,14befe1b33c60938274218279f0ddae206578924fea0a1b19823b6aeec667a1c
SYN-S-00000083,train,e5945ab435a86b0188a5ba75df8faa63e52692797affc1d58237478a367d4cde
SYN-S-00000084,train,81fbc3c48010fe40027207f6e44155440af5fc8ce93beb94a829444c73bda1a9
SYN-S-00000085,validation,b171eb137f01b926ec2793942988d78f37380225dac0845f8668c4b48959a539
SYN-S-00000086,validation,7a96be057b66124052c4187b52a1933f1d58b83da8e3abca1331d6dd15e69a68
SYN-S-00000087,train,28bbbc30b84eb3dea1e2abb6a4b375618aadfb984094d499e63e7470bf5e9495
SYN-S-00000088,test,9a1cf3b7c3cea41975160eea7bb0b3a8cede4da411533d5346f2ea1746a149c2
SYN-S-00000089,validation,5dc2bcb140bda240385df5d62801dc698e2187ae02141f871be35562b34b57e1
SYN-S-00000090,train,40ed169135632f690e292398a247f50dc7e7274a5b2fbfa6f717073e5a1db7d1
SYN-S-00000091,train,40e34a0bea9b150164ec87bbef9586c00bf8b6d395eefd1c502125640baf1043
SYN-S-00000092,test,334334e374111762ae8cce1a83313a9907a550b0493a3bcd4877f454e9a91530
SYN-S-00000093,train,d68947db3406ead38c87e38d7f2fbe1a02e740b7ea235026fa0f33ae45c5d95f
SYN-S-00000094,validation,0a9a7b601ef35bdbf5206ca77b62675d610441e72fd2d1fc6441ac4669d8119b
SYN-S-00000095,train,06d6114ef486c1f28faa2127ef2597373f98b535b54ec1ea99904031ba0db6fc
SYN-S-00000096,test,da215c418af35341c9df7f3d03b2ef2d4ad5a089c1cbd1da1ff22234f930a61b
SYN-S-00000097,test,1bb1d83d2ab0d2453ee2570cdeff42a66e9861a1d4ec2a61a066cbd0dc51b95d
SYN-S-00000098,train,25455a770ec539199a8bc6d5a6a1087483cb3fa284cf120eb901ffd431d9a116
SYN-S-00000099,train,990a71c9dcc791e0209c556270c44dab187483cb4ef15722ec448d054d7e856b
SYN-S-00000100,test,da8014c2ac86b0233a36960e95c438ed76e5a9027cc93af9691da774556d8de0
SYN-S-00000101,train,6df7f33db6f1cab4db0f646a25a555a2db45a39ffb9b062cd35095518e2a9ed7
SYN-S-00000102,train,4d409253e574f1205e6d4e3e1dbea052c6c959709eea08c61e7b25e5e3481b0a
SYN-S-00000103,validation,159e71a24b4b2b22992be40d795e582ddff636ab4156de3338165f5abb2b56e2
SYN-S-00000104,train,1f9409dcbfd1c2a893579536ebb9fc0154531dcbfda459bc0a3cc68edbcb79b8
SYN-S-00000105,train,b9bc446020e0efe6a7afd3fc275a9dbc1a3066708bc38b216b6b7a97a283f5d1
SYN-S-00000106,train,8ef568f7674a8dcc99b31cb3dfd9148c30c146b6fb9bcbe30deaef7dddd918dd
SYN-S-00000107,validation,e520d8039dfeb085673bea88347a286ca1d431324e44f3496fa03fbaaa06d2b2
SYN-S-00000108,train,3df064444e5f1a2ed03b22afe5b5dff2a57d416452fd560e3901a494eb94df93
SYN-S-00000109,train,1715eabfe25509e02b072d8ae9ad81f786dca90aaa47b6253e3852feb654f4d0
SYN-S-00000110,test,d968360dac1058e57b02992228f906625da4666fcd2f1c49fe827d272d482558
SYN-S-00000111,train,6ed35456b92ad6fd889a2edc00a8e405132b5c29e10ff68dbe037d668b963929
SYN-S-00000112,test,e3c39e4ee3f0ef4679f5e1a83eec2953202af453e7a0723462c945c2946a0b76
SYN-S-00000113,train,8ac3a8de6fd15fcc6bd44743f87e7deb325120ddb82d677a4b19c973cd95a737
SYN-S-00000114,train,d4bd94c31121f41f0bfd9a1dad6eb98b563ba0261fb63b9a4af392c62abe52f6
SYN-S-00000115,train,6476fcd146616ce40f65a6d91c3499604fdf95b1d12203a719e79a1033897ce6
SYN-S-00000116,train,3c116b8e2f4527ef12e7f9bdf67c76e6d710d9859069b421c0a67849e8b1c23f
SYN-S-00000117,train,a39cc7768c97306598cf93cacbe1a411b9e3f0123ebc234816f06cc3eddd067a
SYN-S-00000118,validation,0dab6e173b5d904f7b7d67614a992a2f574afc3cc59b9d58bedf45852df8fce1
SYN-S-00000119,train,973c4877b5e457b0315549ce46719190b3a83fde3d5f7f78553c82503132eede
SYN-S-00000120,train,517a0e0e60d1cd96d40fb64ec0089c1cacd1be61496fec9c9fe2d350e6ac6923
SYN-S-00000121,validation,5772449bf623d6c91f6e69cd5f5d38bbd2ea272e288d59cba24aa74a5dfcb20d
SYN-S-00000122,train,6a233541c5f92fde7f0469da008e69cb92ed981be1ef087fa15bc60a8ab9760c
SYN-S-00000123,train,a3ad426095826767397a8af4dbbd6e4d9371abbefa9213bd8add0d2e69412481
SYN-S-00000124,train,a2baadf016432fa1099e512c4b6dc57d15bd28b58f87fbea6a48eb59cd399b91
SYN-S-00000125,train,f4936a30835832f47e33ab38983c553e35cda92715e473bcd037e1f881939176
SYN-S-00000126,train,c31c0a5c64b33391a29e0fcd50ad7e74882843dd492266bdc1e15e3f72f3a977
SYN-S-00000127,train,c6eb64ab18100c37345ce3be4f6d6e4d3e38f38187da0c2c221491872d1aa76e
SYN-S-00000128,train,abc2ccc49c8e8869e3d05ec1e181bf955c1a7fd5fb787e09fd081a4d2c30deb3
SYN-S-00000129,validation,69f4b18ffec25f8c5bc9cea2b8d9f6d354b0f195aa9cac1bddff9b83633397e1
SYN-S-00000130,train,af7242105291a6461a21be9ec828f6a62b0c0dbc40fdec041a00f21034c28932
SYN-S-00000131,train,a4f6806f6d3582fdde5ed2af5411326d3815bd043396859f23686192c953cc06
SYN-S-00000132,train,fcaa8ac73320efed5c9b66bef91737c9bfeceb020c5e694231b2653f2e3024f3
SYN-S-00000133,train,16ec77847744e0e1850ff1bed01e86f0882c25f9afa177f96355a6569d0d5668
SYN-S-00000134,validation,0654e1f237cc60b3dd82ef80267dad041b8a053f94f22247b47acbb668b26093
SYN-S-00000135,train,a117f943f4e0d3ec8d810bdc7f14f1346b6f591ec604343c8faf1b186f3912ee
SYN-S-00000136,train,a165bf8e681605319312f7c3107d24427e361da89da72e158d573b3e8a00726c
SYN-S-00000137,train,d4c80c6d7d341216994d3e1186548e71fa5cc32a0317e99fbc118a39687925a6
SYN-S-00000138,validation,fc84696ec07c734f7bf7b66ea5b0dc66b80de4c04f25bf4ef9364be3663414dd
SYN-S-00000139,train,3a113a1ff98648d87881cb07daf96b6c080e917249b8df1b299b7603d2bd3620
SYN-S-00000140,train,7b952f7b281652f14c9e67a510da83c9f93cda339a2b01ab79899862dd9f7948
SYN-S-00000141,test,7c1663bc78e4d181dc9824cfa3719dec4f64043b94f3405150ddde002f5bb626
SYN-S-00000142,test,9cb6f82d364cfa62d80e1504e6b0aeb59132a1a5f683acd4348ffdccb7bb6165
SYN-S-00000143,train,840de09066b8046698b738338bed324f847799179432d3ecc620f876aca40ffc
SYN-S-00000144,validation,77c2aa9de9ef873585196c848164680346e474e1ffaf7774fc3d21b7384208f9
SYN-S-00000145,test,455f3eca93f38c69243c36a04a9e2626b8d71003b0a44c7711db2772f9db81fd
SYN-S-00000146,train,0856aca80d74ac351251ec19c6fd988376fb5fda820aaa8ead46ca5a1e0e530d
SYN-S-00000147,test,8e027c92cf1988df2fe8e34508dcd0b3b49f3ed95f5953a66a04ebc108fd4560
SYN-S-00000148,train,e7a321d61fcec9448260e5603a56d043b24cf76745d40527e600d89f62ef9d43
SYN-S-00000149,validation,0ec10ed0bbf82f5687dd911d159866fac93e683a2e1d435e74ba3dabde2f41a8
SYN-S-00000150,train,f96242f964c18d5c27cb8fbe65291eddf21195b30e55b7e24d16ba2e6c802cfd
SYN-S-00000151,test,861fbed49a1c4a43584e4718448019c62d8719caa12f98c3564b03e93ddb6ad0
SYN-S-00000152,validation,1fe2cae6f001a09c682ca644ff468484f23e60d6ab929c3013ce1a0ab5a31470
SYN-S-00000153,train,adb9d4122dbf1a49b3bc750f0c7a1a4bdd430a9ff8673c922dbdf887a7c2a719
SYN-S-00000154,train,ed559902a3353a0016795966523fe74ac7a95862b79edf28a4c4d6c6e6ed8203
SYN-S-00000155,train,d780aac9d894ce3b31e65caca9013723507e1940a9e61b9423f900a335f2aee8
SYN-S-00000156,train,18c00b9ec47b2e3425191481147a4851b7ab7e966ebe963135c8342922820bd0
SYN-S-00000157,train,6ca550cad7286f88b337f172d80e287daed406f4cc143fadc4e3d921b6082425
SYN-S-00000158,train,7d5e61a56aa41772b1d441b4836da595907a9bf67c95980fb2fbee632bebe519
SYN-S-00000159,validation,9208a067cef1e8324ad8cc7340ac88766de1c40dd1f013f59a6a208249b29230
SYN-S-00000160,train,ac9406fa3bec0ce7141a8388a4a41dd84c57b3e18ff4629e27a41696750ce41a
SYN-S-00000161,test,f9953f09962b3dfee5bff03ed2176d4b37f1993bf7fa0b326b64e9141aa5f4ae
SYN-S-00000162,test,d53644c174f3d57773446aae9c0985fb4dd1dfb878603ea52a6d74832755cba6
SYN-S-00000163,train,065d66f1e919f9b3258db3b947cc6b925a0f8b8ae7fbc15b9dd9495dc1f5c8a5
SYN-S-00000164,test,6d2268dd27e591d0d504e8ad9a446ffcb32a0a32e872bef06258c8716907961e
SYN-S-00000165,train,47a22fbd723ce6749b3c72935a991bfab5dbc1a5bc53b172207788eb68c417fa
SYN-S-00000166,validation,7185f065106452dc3bd64c848e28db8ca4168afa31378f6a77730752f953797d
SYN-S-00000167,train,a4cca2365d0611b6afce5c606fed057127c04e8d81c487e7bbc97782e54d4437
SYN-S-00000168,train,cd77a6b4975d63514036e93bd2616375427739c0c3f3f7249fe7738a26016a4d
SYN-S-00000169,train,f841b96bee4ab1ad921f546a2062ef223c4c07bd85b547eb2dbc988e36707795
SYN-S-00000170,train,54c5406da38d633af43561e508b3c98068172c03a7d77cdfa0baae64b06926c6
SYN-S-00000171,train,de64e532ca90dca9e624d4ad9bc75f165cd9df23d102445079cac36ef3953542
SYN-S-00000172,validation,0f0dcc69f59854660fecfa645b1408805fa11cdac098d8a19f0cefdf36115869
SYN-S-00000173,validation,a295f1b6b7958732fdb7c4bb0f24b3be9e3222e93ef2856e5bf0cd4f010bd0c5
SYN-S-00000174,test,b608567c4b11051565491a90f59a75e1ebbc1d23469cfb6370c5a49a29971db4
SYN-S-00000175,train,22c19146f6060400b7da875790d7eea75602235b9c78faa9cb8369e11e42af9c
SYN-S-00000176,train,5faac419960543fb31157d9259b3cbf6fc6f9274a1cbadb40aa994de8dd844b4
SYN-S-00000177,train,d9b78c0384ba46454fb7e06280787b41ca55319b91638aa793a1757565395705
SYN-S-00000178,validation,c6f5f7d8f3a2cc055d0a6db3486de8a6e1d1ce4e8a71b0f6005e93239561d632
SYN-S-00000179,train,1332d06417073f263fac4de2b7d262666d272c2d066cbd07e01505cc56376bf1
SYN-S-00000180,train,659dc63bff31444d2b8016387eacc69926d4f160d65c0ad1ccf85aa09a61f14b
SYN-S-00000181,validation,bf03b1089fe085465123db339268348a3de2a3d9eeb1380657abd84a1d90d60d
SYN-S-00000182,train,653b1669164580aa5d9d5f8d141a673a0d4d7f6bfcda39291d0228b79a845d3a
SYN-S-00000183,train,e77b7af92b60105ebeb30460a5bdc75f2cf6a72863a925b64f1153cf341d86a7
SYN-S-00000184,test,2876189484d884b6314da57474ec9249e23957f96e761205525d07dc6ac4d427
SYN-S-00000185,train,8f65286a9461630919c39ce803a5fd3b1ba912abb7e9bff911964269abadaa0d
SYN-S-00000186,train,1a0839adfe345a83ba6294d3c973ca51791ab9eaa9e4179485d98c93848f424c
SYN-S-00000187,validation,11a9da5119b877f98cb772aa24459ef78814a1022995ee9edd8bd753e2f5caf7
SYN-S-00000188,train,2d2528252be83210da4c6f4a97b3e18b2d1ac1e7ae22407a651b021fa3caf118
SYN-S-00000189,train,09b9c07c0d26364a449685712ceb87566d8fb8817b0e218eca5b751ef6821fda
SYN-S-00000190,validation,dee756b0bc4c2da011feb879729b35c6832b2ac358fe287fa5656a0e66ae7780
SYN-S-00000191,validation,21215a3848ad8bcac68365e085a67e619506c42b68c6c143fb0436d937c4907c
SYN-S-00000192,train,859189c59397236d66cbc4937872a0858730ffd4968bb052d49759991f97ec70
SYN-S-00000193,train,13f52fa455c7d6554281c5b2d1a4470c7ba78921a9f33b5627491a1d9934962a
SYN-S-00000194,train,40275d5e8f29890d08041ed48650b9478f8a275955342c1707fb75190753bb7c
SYN-S-00000195,train,f8a7f362f27107458708c879c83f6ed15b5876b432781cf339fbdf8ee845e4e2
SYN-S-00000196,test,dea90d47686373a009508e23dd766f565380274754aece7f16c01dff11321548
SYN-S-00000197,train,08875b68cfe9ce9ea7065db7330e0e1b0678a0b97a9a8da884e7b1af711b401e
SYN-S-00000198,train,33f7da4916078fb7719241bd78f11300d74c83dedc97733da596b6ee9dcd8c95
SYN-S-00000199,train,b246f88662ffed382acb3a464b900a1fffb06d8a9038af940b6e7a96b9f8a467
SYN-S-00000200,train,0d550eff03503bf46f6a283dc5c4a8de14e0019dfc446f83f259b98b6120ead0
SYN-S-00000201,train,941ad66d4937fa390bffa3d583671cbb86f7e7fb2a5eecd42d194e6ed11ab4a9
SYN-S-00000202,train,1a604fd949ef269375e1aef6056e7ffef87258c591dec39cdc14ff1b7825539a
SYN-S-00000203,train,ee5820d45fc8f8e2a8449fa74c696e7cb338001c38558d0c64319fab3aec05af
SYN-S-00000204,train,a03b6dbd8621b1a94965eb7bf839064e1bd1cc55f1bfc0f9dc455344ff5e0c4a
SYN-S-00000205,train,062139d0bd235e4da8aec4fd2ec1d48807a7e79a192b036d06e407d067d28edd
SYN-S-00000206,train,14820976fb12162fa2ad0c33987cc85a2630cb8b4ce428e6b1c5d1990c8926e7
SYN-S-00000207,train,568c0591d5b05fcd291ec503182ac17dfb623e8161c7d2373969280a24609909
SYN-S-00000208,train,add8d4f9d8c7ddaba16e51045001da5e41a96924dd8db650fecb2e2e2a9a46e2
SYN-S-00000209,validation,9e40b1329c7f91f5214d7c7efc71bc145ac71fd3a060e2c1ac0f23263e6303fa
SYN-S-00000210,train,a9c17d28d4520f10837ab087dc179db1cae99dfa882a532b454ae70e0bae1710
SYN-S-00000211,test,15c4063715c71df61541b2a4f226b593e82f55d793c0eb76cd30de928d82bd6d
SYN-S-00000212,test,2efd7c76623f668c30de38b338b590b97bb0e7c5d2ccafbce2557281470f286f
SYN-S-00000213,train,e186b10487f26bfb67d70d464e3779d344848d77af1b5adcbbe4d93fe6c54a3c
SYN-S-00000214,train,e39035deef1842b35b61ba861f42ec682bec714211beb99dff7b6237d6261172
SYN-S-00000215,train,92ae56f15df851ab706c5a17e883040da7f0ce6a255e33f9d0520b765ada65da
SYN-S-00000216,train,c18eeb042b431d9774580e8e6d36fed8574b5ee5a8d1b9cabb89067086564635
SYN-S-00000217,train,6a485825e170f8d6f346e23fbe8db1aeb0ea327f78c256987b0ea2cba7787e93
SYN-S-00000218,test,0af18cce5b37b38440b4c75080892a0a9273d6c99e77202e956c96bcc0c45699
SYN-S-00000219,train,789b5923d69b0e9bf7af9006d87e953d2b9456a50cb45409613e0302ee29fab1
SYN-S-00000220,train,3ed41d7c25aef2f3db0b6dd7f27c3b0f9d8f4842f7cff02decc017a670476936
SYN-S-00000221,test,19998f52424397182a0edd935180d3ec78b891420473dda299166fa9f5a996d3
SYN-S-00000222,train,77441372dbb7c01425292a8a7cfdb237134d0d13d0747c6557d4e7bebaedc11c
SYN-S-00000223,train,c6fc3a27f2a20a91bf03a352fcb0b87642ccac618b1a9eefef4e584f84b4e03a
SYN-S-00000224,train,7f028d41ecb3cb553169813ae43c13cd24268b85bad584a30d60cb4fdcafa3d2
SYN-S-00000225,train,9e860db286a45d74dbff82ca4be507e524c9d92cbd2ae4d01b0042fe9649b0cc
SYN-S-00000226,train,2c4e45f932d1e7726e95c433fc61a4fadc6dc7a203bf9acd6b832698733d8395
SYN-S-00000227,train,e4898d4ea1ddd6896c317ddcab9d95bfdb1d34836688b9b8c774e4dbddd1d2ef
SYN-S-00000228,train,d66585206806ea4c24ba5f73b4b1b9dcadd9e0f52328199455edecb7be7105c6
SYN-S-00000229,test,0104a2b55255947b324f021add646ed54db4a6bde1048ac282fb1a5c51316191
SYN-S-00000230,validation,75f984813ef6af1058d8204aa31d565956a43642f774198c27841270070bb592
SYN-S-00000231,train,7f2729cae1a73b70d5341074c9bae87c996d90b3ed6ca7066b7d4191ce780d9d
SYN-S-00000232,test,7eec1b33dfd4f17db7b81a31b95fe25f9e9873ddf12f90ef83f9f063dd7191fe
SYN-S-00000233,train,7bf0d2c587a7d7afaa5d979c148b03bbca14a117f09791e3f04255f170173d7d
SYN-S-00000234,train,f1e72941a93ff547b191f291ba84b4872c259e2bece504dd793429afe8341234
SYN-S-00000235,train,c8b59c67db0a9af55d4308355746c1da9e9ef67386b3e83e9b68c3f24608a1d1
SYN-S-00000236,train,24ade257555bf3e7f18f447ec5082a2bc42728274c64c8a45a9a8d4de898c203
SYN-S-00000237,train,5d2c3e8c0deb201905a5af5ba5020687662d93980b05b8c97bb35ec52ca2049b
SYN-S-00000238,train,2cfdfd1e3529238c86a17f9acbc5c0bff9a2bf57f66aeb7963d1a66ad7a1a644
SYN-S-00000239,train,4bd6f5885844bffc87971879c109f31f91eaf3c16e64bc42d7105d526faaf4f0
SYN-S-00000240,train,72a806c8f44ed6ea8fdc2c867ae82b0d820e87509b959680479bfe8594c12a49
SYN-S-00000241,train,df9b1ce6a6b93440ed9d255bda71c055a0dc9928812cacf356e59b2aaa30f591
SYN-S-00000242,train,2cfcae4bb9fd10631fbe7da7c741cafb7ccb61941af6841ae803a4089161fb82
SYN-S-00000243,validation,9197d30676e4e7668c077b213bda8bd8b597e8a24e6893ab618712b21cff175f
SYN-S-00000244,train,7a9c235162c9ed88ac4e8327125131b4c0a3e07bd8467c0b12dd6d892f67a75e
SYN-S-00000245,validation,0c9c69b407bacdbd5aff3a717012795b0c7a34856fd201730af4e2ebad098ebd
SYN-S-00000246,train,1f96c8546c1ff120fbe27dd8bf5ccd1da310751868b930b1f0296dedb192db76
SYN-S-00000247,validation,d6ed484d936a681fcf2301833e98f9ee917331d4b762f532555a5179f0cb7d9b
SYN-S-00000248,test,0d0e5921a184210e4de0142ebb1300ac1ed4ca96601aba8db43083338f3b97e6
SYN-S-00000249,train,4e3f85d26fb6907eb418985c5d3e5341431c20ffb8312e0ec3795b143304bffd
SYN-S-00000250,validation,4b6770e540fd06742cbc7609fb3e1297687c94dab8d6abe62c48db93656ec93d
SYN-S-00000251,test,4a87044a0abf1469ea29e09130777c11d7c9e421718b94fcd0069fd8b5b7f088
SYN-S-00000252,train,6ab301ff248d53f5c720d2821284be81fdf0b5a08fb9a8e53b306fa62ba3024c
SYN-S-00000253,train,5e9f445c1a5ba3d8a5ad9a63bfb026ec433caccf999d08cb583ddaa1d3a1a27c
SYN-S-00000254,train,a17fe9fe2f43bae542ec79e75c792011d8145dcaff26436d2136897eeb6bd741
SYN-S-00000255,train,8a0595e0c60c5c776f534486fc40a0a311a6e0cc67bacde5fcf9b8899ad2276b
