artifact_id,artifact_path,artifact_type,artifact_version,artifact_sha256,producing_run_id,parent_artifact_ids,task,model_family,split_hash,feature_version,label_version,config_hash,model_sha256,calibrator_sha256,creation_commit,metadata_ref,generating_script,creation_date_utc,partition,probability_type,prediction_population_hash,calibration_method,threshold_criterion,threshold_value,evaluator_version,metric_implementation_version,slice_spec_hash,dataset_version,mimic_code_commit,extraction_sha256,cohort_version,feature_dictionary_sha256,event_dict_version,preprocessor_sha256,environment_sha256,run_type,status
phase20:pretest:1faa7c439d217f23,artifacts/governance/history/phase20_pretest_audit_v1_1faa7c439d217f23.json,final_test_preflight_report,phase20_pretest_audit_v1,1faa7c439d217f23d8c9c1568819242006beeba6363c93d0df6f9025454c1ca0,,,,,,,,924abdea97744d8aa36015328ed11cb4c36309dc9be389c1da74b90f5639db41,,,,,src/experiments/final_test_cli.py,,,,,,,,,,,,,,,,,,,development,registered
phase21:manifest:8aae142a0a3d48cb,artifacts/reproducibility/reproduction_manifest_v1.json,reproduction_manifest,reproducibility_v1,8aae142a0a3d48cb3211c786d7d35e73c8e6e0c390a01a18be41c2e202843960,,,,,,,,ebe0fb51577e52946d66cb0980ffe4feed57e6d46f2bae0c4ac84b3fb0334822,,,,,src/reproducibility/reproduce.py,,,,,,,,,,,,,,,,,,,development,registered
phase21:report:714d84bce5abdd29,artifacts/reproducibility/reproduction_report_v1.json,reproduction_report,reproducibility_v1,714d84bce5abdd29c3132bddad5731f9a410f6e0cd9e4f75e398f0fcbb5d1110,,,,,,,,ebe0fb51577e52946d66cb0980ffe4feed57e6d46f2bae0c4ac84b3fb0334822,,,,,src/reproducibility/reproduce.py,,,,,,,,,,,,,,,,,,,development,registered
phase21:cross_member:fe4bb7f7700f2464,artifacts/reproducibility/cross_member_reproduction_v1.json,cross_member_reproduction_status,reproducibility_v1,fe4bb7f7700f2464b1ca9a754144e81d703fa4483de55e76956ccda1bbe14839,,,,,,,,ebe0fb51577e52946d66cb0980ffe4feed57e6d46f2bae0c4ac84b3fb0334822,,,,,src/reproducibility/reproduce.py,,,,,,,,,,,,,,,,,,,development,registered
phase4_support:event_dictionary:v1,configs/event_dict_v1.yaml,event_dictionary,event_dict_v1,717f6183ad8014602b3cc32eeaa3a810eab8a26a19937bda8e214200bb2f9620,,,organ_support,,,,organ_support_endpoint_v1,,,,,,manual_reviewed_configuration,,,,,,,,,,,,,,,,event_dict_v1,,,development,registered
phase4_support:real_freeze_blocked_audit:v1,artifacts/labels/support_endpoint_freeze_v1.json,support_endpoint_freeze_audit,support_endpoint_freeze_record_v1,f2b90e23806f98d068b284eb7348b57193d18cc93cdd00b9429cb005bfdbeba8,,phase4_support:event_dictionary:v1,organ_support,,,,organ_support_endpoint_v1,e360928acd5634ffadccf56424e1a3b982e73d84aa2ea2ac848a15bdb926a0d2,,,,,src/labels/phase4_governance.py,,,,,,,,,,,,,,,,event_dict_v1,,,development,registered
phase4_support:synthetic_freeze:v1,artifacts/labels/synthetic/support_endpoint_freeze_synthetic_v1.json,support_endpoint_freeze,support_endpoint_freeze_record_v1,8124d4d74246d2b24643e5c85f1f763fca84d3832c63176b55565f4ba31464e6,,phase4_support:event_dictionary:v1,organ_support,,,,organ_support_endpoint_v1,,,,,,src/labels/phase4_governance.py,2026-09-18T23:03:29.931308Z,synthetic,,,,,,,,,,,,,,event_dict_v1,,,synthetic,registered
phase4_support:synthetic_labels:v1,artifacts/labels/synthetic/support_labels_phase4_synthetic_v1.json,support_label_artifact,support_label_artifact_v1,e3cd7c28f08f5c762348cc17389fcdfbf2436111b45cefbfd27b5fabe0868cd0,,phase4_support:synthetic_freeze:v1,organ_support,,,,organ_support_endpoint_v1,,,,,,src/labels/phase4_governance.py,2026-09-18T23:03:29.931308Z,synthetic,,,,,,,,,synthetic_phase4_population_v1,,,,,event_dict_v1,,,synthetic,registered
phase4_support:synthetic_prevalence:v1,artifacts/labels/synthetic/support_prevalence_synthetic_v1.json,support_prevalence_report,support_prevalence_raw_counts_v1,88bc645e88a541f5dce9775ff595ad330bbebbf1f529992ebccf08cca6474e58,,phase4_support:synthetic_freeze:v1;phase4_support:synthetic_labels:v1,organ_support,,,,organ_support_endpoint_v1,aef489fcaf8b311a6063b3c131440547834c446d5dcce232a130778c5eb7fc48,,,,,src/labels/phase4_governance.py,2026-09-18T23:03:29.931308Z,synthetic,,,,,,,,,synthetic_phase4_population_v1,,,,,event_dict_v1,,,synthetic,registered
phase22:manifest:608cb24fdbff8720,docs/evidence/models/evidence_manifest_v1.json,evidence_manifest,vedant_evidence_v1,608cb24fdbff8720f7133f55a276a2570f276f67203c70566c9480a2e0272f2f,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:registry_snapshot:fcf9d2b1d1110e32,docs/evidence/models/manifests/artifacts_input_snapshot.csv,evidence_registry_snapshot,vedant_evidence_v1,fcf9d2b1d1110e32b46810a18c9c08e21bf1ea439c19f4ebb2bf5345948285af,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:model_diagrams:3f847a364f2b1bf1,docs/evidence/models/diagrams/model_architectures.md,evidence_model_diagrams,vedant_evidence_v1,3f847a364f2b1bf13b92f62f115cff5d594f3d929eb3713195c3bd7f506f7562,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:tuning_budget:688da26f994f72b5,docs/evidence/models/tuning/tuning_budget.csv,evidence_tuning_budget,vedant_evidence_v1,688da26f994f72b5a24a3ee10738e0ee977030be4a06d657b440bef7e0e7bdb8,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:search_spaces:34c6fa0975173dce,docs/evidence/models/tuning/search_spaces.json,evidence_search_spaces,vedant_evidence_v1,34c6fa0975173dce2166acd3f4cc199f3b4c6fb3dc0e9c8c3957a5c15c667694,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:metric_formulas:f80ef663305f461f,docs/evidence/models/methods/metric_formulas.md,evidence_metric_formulas,vedant_evidence_v1,f80ef663305f461f5bc5cc52e8ca6d1bf4b4191b515b50871c28f9f3fc7078ef,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:grouped_bootstrap:07459e0bac22a344,docs/evidence/models/methods/grouped_bootstrap.md,evidence_grouped_bootstrap,vedant_evidence_v1,07459e0bac22a344d4ac97fb9a3f94d8717dec03bafeb8b389c6ea21f0b0b277,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:methods_summary:342695b3dfa08b43,docs/evidence/models/methods/vedant_methods_summary.md,evidence_methods_summary,vedant_evidence_v1,342695b3dfa08b43c5736475081260cf50962eae4c6f746d0edf016a0773df47,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:limitations:fda1697d5ffec0e7,docs/evidence/models/methods/limitations_and_nonclaims.md,evidence_limitations,vedant_evidence_v1,fda1697d5ffec0e7d237d9ec0ad7cb000deacbf2472397a1eb5762ceecafeb89,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:validation_comparison:5069a00b579cf828,docs/evidence/models/comparison/validation_comparison_status.json,evidence_validation_comparison,vedant_evidence_v1,5069a00b579cf82883a767d106908211baba6747e122abe17c33a2f7f144c8f1,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:final_test:99b9d5d46e2b0ce6,docs/evidence/models/comparison/final_test_status.json,evidence_final_test,vedant_evidence_v1,99b9d5d46e2b0ce60c4841d6dd49b41a37eeeeb1906744d24012dea89f3a6168,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:selected_models:5069a00b579cf828,docs/evidence/models/manifests/selected_models_status.json,evidence_selected_models,vedant_evidence_v1,5069a00b579cf82883a767d106908211baba6747e122abe17c33a2f7f144c8f1,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:calibration:5069a00b579cf828,docs/evidence/models/calibration/calibration_status.json,evidence_calibration,vedant_evidence_v1,5069a00b579cf82883a767d106908211baba6747e122abe17c33a2f7f144c8f1,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:ablations:5069a00b579cf828,docs/evidence/models/ablations/ablation_status.json,evidence_ablations,vedant_evidence_v1,5069a00b579cf82883a767d106908211baba6747e122abe17c33a2f7f144c8f1,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:complete_component:5069a00b579cf828,docs/evidence/models/sensitivity/complete_component_status.json,evidence_complete_component,vedant_evidence_v1,5069a00b579cf82883a767d106908211baba6747e122abe17c33a2f7f144c8f1,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:error_analysis:5069a00b579cf828,docs/evidence/models/error_analysis/error_analysis_status.json,evidence_error_analysis,vedant_evidence_v1,5069a00b579cf82883a767d106908211baba6747e122abe17c33a2f7f144c8f1,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:report_values:19699af0bffa7f44,docs/evidence/models/report_values_v1.json,evidence_report_values,vedant_evidence_v1,19699af0bffa7f44b807c8a3d0fd5fe7c595ca8cac4ba027e519f12eb6dfafc6,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:reproducibility:beadf3654c484957,docs/evidence/models/reproducibility/reproducibility.csv,evidence_reproducibility,vedant_evidence_v1,beadf3654c484957637a761b61246848fa8199d61c7206c03d4fa8c4bdd2489e,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:registry_trace:cf08592dcd24fc72,docs/evidence/models/manifests/registry_trace_example.json,evidence_registry_trace,vedant_evidence_v1,cf08592dcd24fc72bfe2873478f5d9f89b45f8dea5dd51c8db81c0d0acda40aa,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:artifact_hashes:fbbdff97c377f7af,docs/evidence/models/manifests/artifact_hashes.csv,evidence_artifact_hashes,vedant_evidence_v1,fbbdff97c377f7af09625ddd72dce69187ca8bf65e1265f2823285d5f70b4905,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:invariant_matrix:22e9b568350c0b05,docs/evidence/models/testing/invariant_matrix.csv,evidence_invariant_matrix,vedant_evidence_v1,22e9b568350c0b059e188ad38a2bf39a4e11652441287f06b26e13fd47c660e7,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:contributions:b078ce444a160097,docs/evidence/models/contributions/contribution_table.csv,evidence_contributions,vedant_evidence_v1,b078ce444a1600974c0563882008770a3e0ab6bd69e2e95557445069c0caf6e1,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:report_sections:4c9b4f2dd81d6d56,docs/evidence/models/report/report_section_status_v1.csv,evidence_report_sections,vedant_evidence_v1,4c9b4f2dd81d6d56c7b0d6c9b7fd006abd7f428f98d82abbb4b26832b88a465d,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:slide_mapping:2d5c730677a5a4c9,docs/evidence/models/report/slide_evidence_mapping.csv,evidence_slide_mapping,vedant_evidence_v1,2d5c730677a5a4c94aaedb9080297c10ebf1890c583585c2a826ff5dfdb0056d,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
phase22:viva:1d7f270eae73b7f4,docs/evidence/models/viva/viva_vedant.md,evidence_viva,vedant_evidence_v1,1d7f270eae73b7f4baeb74045fb584a813e12151309a505c566caf55d9e662e8,,,,,,,,adb903e7b9198eb0f5d97a5127c5846bd32b5ffdfb54df4989bcd97b3f41f3de,,,,,src/evidence/generate.py,,,,,,,,,,,,,,,,,,,development,registered
